X,Y,xG,lastAction,shotType,situation,result
0.0106,0.3882,0.346,TakeOn,Head,OpenPlay,ShotOnPost
0.1728,0.803,0.052,Rebound,LeftFoot,OpenPlay,MissedShots
0.9583,0.5188,0.59,Throughball,Head,OpenPlay,MissedShots
0.1309,0.4595,0.284,HeadPass,RightFoot,DirectFreekick,SavedShot
0.9332,0.4152,0.358,TakeOn,RightFoot,OpenPlay,SavedShot
0.8493,0.5288,0.249,Cross,Head,DirectFreekick,Goal
0.8114,0.4803,0.187,Standard,Head,FromCorner,SavedShot
0.8467,0.5951,0.201,BallTouch,RightFoot,OpenPlay,ShotOnPost
0.898,0.6457,0.205,Throughball,RightFoot,OpenPlay,SavedShot
0.1808,0.4494,0.189,Pass,Head,DirectFreekick,MissedShots
0.9604,0.3758,0.3,Rebound,Head,OpenPlay,MissedShots
0.1956,0.1244,0.029,BallTouch,RightFoot,OpenPlay,MissedShots
0.9717,0.3177,0.194,Standard,RightFoot,OpenPlay,BlockedShot
0.9915,0.1756,0.063,HeadPass,RightFoot,OpenPlay,MissedShots
0.2479,0.6299,0.091,BallTouch,RightFoot,SetPiece,SavedShot
0.6444,0.4518,0.048,Throughball,Head,DirectFreekick,SavedShot
0.1761,0.6221,0.153,Aerial,RightFoot,FromCorner,SavedShot
0.0988,0.7797,0.079,Aerial,LeftFoot,Penalty,Goal
0.0811,0.5855,0.331,Rebound,LeftFoot,OpenPlay,SavedShot
0.7801,0.6227,0.113,TakeOn,RightFoot,OpenPlay,MissedShots
0.7919,0.4781,0.159,Aerial,RightFoot,DirectFreekick,Goal
0.3467,0.5454,0.052,Throughball,RightFoot,SetPiece,MissedShots
0.8419,0.3985,0.189,HeadPass,RightFoot,OpenPlay,BlockedShot
0.9542,0.2738,0.134,BallTouch,OtherBodyPart,OpenPlay,BlockedShot
0.9183,0.8177,0.062,TakeOn,RightFoot,OpenPlay,SavedShot
0.9009,0.0723,0.025,Throughball,RightFoot,OpenPlay,SavedShot
0.1193,0.3687,0.206,BallTouch,RightFoot,FromCorner,SavedShot
0.7318,0.652,0.072,BallTouch,RightFoot,FromCorner,SavedShot
0.1996,0.621,0.131,Rebound,RightFoot,OpenPlay,MissedShots
0.2153,0.5183,0.151,HeadPass,RightFoot,SetPiece,BlockedShot
0.2741,0.5922,0.084,HeadPass,RightFoot,DirectFreekick,MissedShots
0.9315,0.3561,0.237,Cross,RightFoot,OpenPlay,MissedShots
0.1225,0.5787,0.265,Rebound,Head,OpenPlay,Goal
0.0543,0.3887,0.316,TakeOn,Head,OpenPlay,MissedShots
0.1232,0.4088,0.249,TakeOn,RightFoot,OpenPlay,SavedShot
0.9695,0.6363,0.278,Aerial,Head,DirectFreekick,SavedShot
0.0992,0.05,0.021,Standard,RightFoot,OpenPlay,SavedShot
0.2609,0.2005,0.035,HeadPass,OtherBodyPart,OpenPlay,SavedShot
0.9099,0.4097,0.306,Pass,LeftFoot,Penalty,Goal
0.8425,0.4698,0.236,BallTouch,RightFoot,OpenPlay,BlockedShot
0.833,0.4584,0.215,Cross,Head,DirectFreekick,BlockedShot
0.2638,0.8959,0.019,TakeOn,Head,SetPiece,MissedShots
0.1913,0.4535,0.176,Cross,RightFoot,OpenPlay,MissedShots
0.0057,0.4602,0.616,TakeOn,LeftFoot,OpenPlay,SavedShot
0.1675,0.4722,0.218,HeadPass,RightFoot,FromCorner,Goal
0.0398,0.2607,0.122,Aerial,RightFoot,FromCorner,MissedShots
0.9282,0.6324,0.255,Standard,RightFoot,OpenPlay,SavedShot
0.0182,0.238,0.104,Cross,LeftFoot,FromCorner,BlockedShot
0.8621,0.6475,0.169,Cross,LeftFoot,SetPiece,MissedShots
0.8617,0.4144,0.231,TakeOn,RightFoot,FromCorner,MissedShots
0.1885,0.1037,0.025,BallTouch,RightFoot,FromCorner,BlockedShot
0.8299,0.5974,0.177,TakeOn,RightFoot,FromCorner,BlockedShot
0.3175,0.5324,0.066,Rebound,RightFoot,OpenPlay,SavedShot
0.9214,0.5735,0.359,BallTouch,RightFoot,SetPiece,BlockedShot
0.896,0.8044,0.065,Pass,Head,OpenPlay,MissedShots
0.8999,0.3868,0.254,Standard,RightFoot,OpenPlay,SavedShot
0.208,0.393,0.131,Aerial,Head,OpenPlay,BlockedShot
0.889,0.5615,0.308,Rebound,Head,OpenPlay,MissedShots
0.1435,0.1509,0.042,Cross,RightFoot,OpenPlay,SavedShot
0.7214,0.3534,0.068,Standard,RightFoot,DirectFreekick,SavedShot
0.1157,0.3926,0.24,HeadPass,LeftFoot,FromCorner,MissedShots
0.914,0.3811,0.263,Throughball,LeftFoot,FromCorner,SavedShot
0.9914,0.5252,0.687,BallTouch,RightFoot,SetPiece,MissedShots
0.1891,0.532,0.183,Standard,RightFoot,OpenPlay,SavedShot
0.9679,0.4015,0.371,BallTouch,LeftFoot,FromCorner,MissedShots
0.9072,0.5143,0.401,Throughball,RightFoot,OpenPlay,MissedShots
0.2123,0.6474,0.107,TakeOn,Head,OpenPlay,SavedShot
0.8676,0.7436,0.092,BallTouch,LeftFoot,OpenPlay,MissedShots
0.0581,0.3588,0.251,Aerial,RightFoot,OpenPlay,Goal
0.0543,0.3185,0.187,Throughball,LeftFoot,OpenPlay,MissedShots
0.845,0.4813,0.244,TakeOn,RightFoot,SetPiece,BlockedShot
0.8797,0.4893,0.323,Rebound,Head,OpenPlay,MissedShots
0.9057,0.4904,0.398,Throughball,LeftFoot,SetPiece,SavedShot
0.0133,0.5425,0.595,Standard,Head,OpenPlay,MissedShots
0.7994,0.6026,0.14,Standard,RightFoot,OpenPlay,BlockedShot
0.8442,0.4088,0.2,Rebound,Head,Penalty,MissedShots
0.9953,0.6953,0.178,Rebound,RightFoot,SetPiece,SavedShot
0.0848,0.5,0.431,Cross,RightFoot,OpenPlay,SavedShot
0.0207,0.5401,0.592,HeadPass,Head,SetPiece,MissedShots
0.8299,0.5783,0.19,Cross,RightFoot,OpenPlay,SavedShot
0.1493,0.4521,0.243,Standard,LeftFoot,OpenPlay,MissedShots
0.113,0.4749,0.337,Pass,Head,OpenPlay,BlockedShot
0.7656,0.4931,0.13,TakeOn,RightFoot,OpenPlay,MissedShots
0.0762,0.3523,0.225,TakeOn,RightFoot,OpenPlay,MissedShots
0.9129,0.5022,0.423,TakeOn,Head,OpenPlay,Goal
0.7463,0.2898,0.061,Pass,RightFoot,OpenPlay,BlockedShot
0.1339,0.4234,0.247,Pass,RightFoot,OpenPlay,MissedShots
0.7171,0.5427,0.086,TakeOn,RightFoot,OpenPlay,SavedShot
0.8411,0.702,0.109,Aerial,LeftFoot,OpenPlay,BlockedShot
0.1066,0.6596,0.183,Standard,Head,FromCorner,MissedShots
0.0165,0.4716,0.654,Cross,RightFoot,OpenPlay,SavedShot
0.7157,0.4392,0.083,HeadPass,LeftFoot,OpenPlay,MissedShots
0.8476,0.5057,0.251,TakeOn,Head,OpenPlay,MissedShots
0.1429,0.1915,0.056,Cross,RightFoot,OpenPlay,MissedShots
0.2002,0.4438,0.161,Cross,RightFoot,SetPiece,SavedShot
0.1079,0.311,0.149,Pass,RightFoot,DirectFreekick,SavedShot
0.7627,0.3169,0.077,HeadPass,RightFoot,OpenPlay,Goal
0.0443,0.0633,0.025,HeadPass,Head,OpenPlay,BlockedShot
0.0256,0.3216,0.201,BallTouch,RightFoot,OpenPlay,MissedShots
0.8899,0.4257,0.294,BallTouch,RightFoot,OpenPlay,Goal
0.9257,0.5258,0.453,Rebound,LeftFoot,OpenPlay,SavedShot
0.8486,0.5302,0.247,Aerial,RightFoot,OpenPlay,SavedShot
0.9949,0.7641,0.103,Aerial,RightFoot,FromCorner,MissedShots
0.792,0.8075,0.044,Cross,RightFoot,FromCorner,SavedShot
0.1302,0.5074,0.299,Aerial,Head,OpenPlay,SavedShot
0.7637,0.1556,0.03,TakeOn,RightFoot,SetPiece,MissedShots
0.0961,0.5036,0.394,Standard,RightFoot,OpenPlay,Goal
0.0879,0.3948,0.284,Pass,RightFoot,FromCorner,SavedShot
0.9214,0.1813,0.062,HeadPass,RightFoot,FromCorner,SavedShot
0.1294,0.2519,0.091,Cross,RightFoot,OpenPlay,SavedShot
0.9647,0.4402,0.488,Standard,RightFoot,OpenPlay,SavedShot
0.7651,0.619,0.103,Rebound,Head,SetPiece,MissedShots
0.19,0.5706,0.168,Standard,LeftFoot,OpenPlay,SavedShot
0.8022,0.2731,0.076,Standard,Head,OpenPlay,MissedShots
0.8734,0.6997,0.128,Aerial,Head,OpenPlay,SavedShot
0.8312,0.05,0.018,Aerial,RightFoot,OpenPlay,ShotOnPost
0.9052,0.5715,0.329,Pass,RightFoot,FromCorner,Goal
0.1046,0.6547,0.191,Aerial,RightFoot,SetPiece,MissedShots
0.0059,0.3822,0.331,Standard,Head,SetPiece,SavedShot
0.0646,0.5556,0.43,BallTouch,RightFoot,FromCorner,MissedShots
0.035,0.5718,0.449,Rebound,Head,OpenPlay,BlockedShot
0.8397,0.395,0.183,BallTouch,RightFoot,OpenPlay,SavedShot
0.1785,0.6772,0.114,Standard,RightFoot,OpenPlay,MissedShots
0.9408,0.2579,0.116,HeadPass,LeftFoot,SetPiece,SavedShot
0.1885,0.5416,0.181,Aerial,LeftFoot,OpenPlay,BlockedShot
0.9885,0.6507,0.254,Cross,RightFoot,OpenPlay,BlockedShot
0.9893,0.3219,0.204,TakeOn,RightFoot,OpenPlay,SavedShot
0.8301,0.5637,0.199,BallTouch,RightFoot,FromCorner,MissedShots
0.2209,0.4967,0.145,BallTouch,RightFoot,OpenPlay,BlockedShot
0.2198,0.6022,0.122,Rebound,RightFoot,SetPiece,MissedShots
0.9731,0.5401,0.577,TakeOn,LeftFoot,OpenPlay,SavedShot
0.2818,0.5835,0.081,Pass,RightFoot,OpenPlay,SavedShot
0.6393,0.3697,0.04,Rebound,LeftFoot,OpenPlay,MissedShots
0.3019,0.4348,0.072,HeadPass,RightFoot,OpenPlay,MissedShots
0.826,0.5535,0.198,BallTouch,LeftFoot,FromCorner,MissedShots
0.9486,0.2699,0.129,Cross,LeftFoot,FromCorner,SavedShot
0.8336,0.5667,0.203,HeadPass,Head,FromCorner,MissedShots
0.2351,0.8037,0.039,HeadPass,RightFoot,OpenPlay,SavedShot
0.9466,0.5029,0.554,Cross,RightFoot,SetPiece,Goal
0.9611,0.6009,0.358,Pass,Head,OpenPlay,BlockedShot
0.8176,0.583,0.171,Throughball,RightFoot,SetPiece,Goal
0.1859,0.5058,0.192,TakeOn,LeftFoot,SetPiece,SavedShot
0.1592,0.3024,0.112,Throughball,LeftFoot,SetPiece,MissedShots
0.1838,0.5879,0.167,Aerial,RightFoot,FromCorner,SavedShot
0.8381,0.6141,0.174,Standard,OtherBodyPart,OpenPlay,SavedShot
0.274,0.1449,0.023,HeadPass,RightFoot,OpenPlay,MissedShots
0.7414,0.4883,0.107,TakeOn,LeftFoot,FromCorner,SavedShot
0.1744,0.7299,0.085,Aerial,RightFoot,FromCorner,Goal
0.8848,0.5583,0.303,Standard,RightFoot,OpenPlay,SavedShot
0.1104,0.4968,0.351,Cross,RightFoot,OpenPlay,MissedShots
0.361,0.3305,0.035,TakeOn,Head,Penalty,SavedShot
0.1856,0.577,0.17,Aerial,LeftFoot,OpenPlay,SavedShot
0.2763,0.6119,0.078,Rebound,OtherBodyPart,FromCorner,Goal
0.0089,0.6541,0.247,TakeOn,LeftFoot,DirectFreekick,Goal
0.033,0.5858,0.407,Throughball,RightFoot,OpenPlay,MissedShots
0.0389,0.4965,0.622,Cross,RightFoot,SetPiece,SavedShot
0.6558,0.5627,0.052,Standard,LeftFoot,OpenPlay,BlockedShot
0.9421,0.3423,0.222,Rebound,RightFoot,OpenPlay,Goal
0.0921,0.4672,0.389,Aerial,LeftFoot,OpenPlay,SavedShot
0.2301,0.6586,0.091,Pass,RightFoot,FromCorner,SavedShot
0.7451,0.4596,0.108,TakeOn,LeftFoot,OpenPlay,MissedShots
0.8148,0.3461,0.124,Aerial,LeftFoot,OpenPlay,SavedShot
0.1226,0.7067,0.124,Throughball,RightFoot,FromCorner,SavedShot
0.8346,0.5036,0.226,Pass,RightFoot,DirectFreekick,MissedShots
0.9806,0.2888,0.156,HeadPass,Head,FromCorner,SavedShot
0.7831,0.639,0.108,Pass,Head,OpenPlay,MissedShots
0.9212,0.5578,0.389,Pass,Head,OpenPlay,BlockedShot
0.774,0.3802,0.11,Pass,RightFoot,FromCorner,MissedShots
0.9201,0.5057,0.448,Standard,RightFoot,OpenPlay,SavedShot
0.9299,0.7057,0.149,Standard,RightFoot,OpenPlay,MissedShots
0.0598,0.5637,0.423,Standard,Head,FromCorner,SavedShot
0.8336,0.4809,0.223,Cross,RightFoot,SetPiece,Goal
0.129,0.4561,0.286,TakeOn,RightFoot,Penalty,BlockedShot
0.8833,0.3902,0.236,Cross,Head,FromCorner,MissedShots
0.9156,0.5396,0.403,TakeOn,RightFoot,OpenPlay,MissedShots
0.7566,0.4712,0.12,Cross,RightFoot,FromCorner,Goal
0.1554,0.5066,0.245,TakeOn,RightFoot,FromCorner,MissedShots
0.9673,0.4093,0.393,Rebound,LeftFoot,DirectFreekick,BlockedShot
0.0962,0.4869,0.391,Standard,RightFoot,OpenPlay,MissedShots
0.0451,0.3165,0.187,Aerial,LeftFoot,OpenPlay,Goal
0.0748,0.7084,0.145,Throughball,RightFoot,OpenPlay,MissedShots
0.8277,0.2456,0.073,Cross,Head,OpenPlay,MissedShots
0.0144,0.5025,0.756,Cross,LeftFoot,OpenPlay,Goal
0.1843,0.6623,0.119,Throughball,Head,OpenPlay,MissedShots
0.1451,0.2432,0.08,Rebound,RightFoot,OpenPlay,MissedShots
0.898,0.7168,0.125,Cross,RightFoot,OpenPlay,SavedShot
0.7798,0.6333,0.108,Aerial,OtherBodyPart,SetPiece,MissedShots
0.256,0.4721,0.108,Aerial,LeftFoot,OpenPlay,BlockedShot
0.1204,0.4448,0.295,BallTouch,RightFoot,OpenPlay,MissedShots
0.8116,0.426,0.168,Aerial,RightFoot,OpenPlay,BlockedShot
0.8697,0.182,0.054,Standard,RightFoot,OpenPlay,MissedShots
0.8865,0.6924,0.142,HeadPass,RightFoot,SetPiece,BlockedShot
0.9533,0.3915,0.33,Throughball,RightFoot,Penalty,BlockedShot
0.1082,0.3597,0.206,Throughball,LeftFoot,FromCorner,MissedShots
0.0551,0.4982,0.547,Throughball,Head,DirectFreekick,MissedShots
0.4116,0.6347,0.027,Throughball,RightFoot,OpenPlay,SavedShot
0.8674,0.4976,0.294,BallTouch,LeftFoot,OpenPlay,ShotOnPost
0.878,0.8253,0.053,TakeOn,RightFoot,OpenPlay,MissedShots
0.8442,0.8052,0.055,Pass,RightFoot,OpenPlay,SavedShot
0.035,0.7312,0.131,Aerial,RightFoot,OpenPlay,Goal
0.8353,0.333,0.13,TakeOn,Head,OpenPlay,MissedShots
0.246,0.396,0.1,Pass,RightFoot,FromCorner,SavedShot
0.4002,0.5514,0.034,TakeOn,RightFoot,OpenPlay,MissedShots
0.1378,0.3853,0.202,Pass,LeftFoot,SetPiece,ShotOnPost
0.3301,0.5557,0.058,Pass,LeftFoot,OpenPlay,SavedShot
0.0113,0.3944,0.363,Standard,Head,FromCorner,SavedShot
0.2399,0.6036,0.105,Rebound,RightFoot,OpenPlay,SavedShot
0.1821,0.3431,0.124,Throughball,Head,SetPiece,BlockedShot
0.8927,0.5404,0.34,Aerial,Head,OpenPlay,MissedShots
0.0401,0.3601,0.265,Cross,LeftFoot,OpenPlay,SavedShot
0.0706,0.2426,0.1,Throughball,RightFoot,OpenPlay,BlockedShot
0.0673,0.3571,0.24,Standard,RightFoot,OpenPlay,SavedShot
0.0126,0.5862,0.424,BallTouch,LeftFoot,OpenPlay,MissedShots
0.9846,0.5542,0.541,Pass,RightFoot,OpenPlay,SavedShot
0.0202,0.2809,0.146,Pass,LeftFoot,SetPiece,ShotOnPost
0.9612,0.7288,0.133,Throughball,RightFoot,SetPiece,MissedShots
0.0671,0.6696,0.198,BallTouch,RightFoot,OpenPlay,Goal
0.0045,0.5464,0.586,TakeOn,LeftFoot,OpenPlay,SavedShot
0.1542,0.4843,0.246,Pass,RightFoot,OpenPlay,BlockedShot
0.9869,0.6285,0.302,Aerial,RightFoot,OpenPlay,BlockedShot
0.9913,0.2213,0.091,Rebound,RightFoot,DirectFreekick,Goal
0.0366,0.1788,0.064,Standard,LeftFoot,SetPiece,SavedShot
0.2119,0.5992,0.131,Aerial,RightFoot,OpenPlay,Goal
0.9537,0.7403,0.12,Standard,RightFoot,SetPiece,SavedShot
0.0246,0.8636,0.046,HeadPass,Head,OpenPlay,BlockedShot
0.8352,0.7787,0.064,Rebound,RightFoot,FromCorner,SavedShot
0.8971,0.5332,0.358,BallTouch,RightFoot,OpenPlay,MissedShots
0.857,0.4794,0.267,Aerial,LeftFoot,OpenPlay,SavedShot
0.1406,0.4366,0.247,Standard,RightFoot,Penalty,BlockedShot
0.0536,0.749,0.111,Aerial,Head,OpenPlay,BlockedShot
0.034,0.5525,0.515,Aerial,RightFoot,SetPiece,Goal
0.1134,0.2805,0.118,BallTouch,Head,OpenPlay,MissedShots
0.1665,0.294,0.102,Throughball,LeftFoot,OpenPlay,MissedShots
0.0043,0.5505,0.566,Cross,RightFoot,OpenPlay,SavedShot
0.0112,0.2091,0.083,Cross,Head,FromCorner,BlockedShot
0.1295,0.5048,0.301,Cross,Head,OpenPlay,BlockedShot
0.869,0.4771,0.293,BallTouch,RightFoot,OpenPlay,BlockedShot
0.1455,0.5347,0.257,Cross,RightFoot,OpenPlay,Goal
0.7759,0.4956,0.141,Pass,Head,FromCorner,BlockedShot
0.1598,0.3102,0.117,Pass,RightFoot,OpenPlay,MissedShots
0.1679,0.5753,0.195,BallTouch,RightFoot,OpenPlay,SavedShot
0.1438,0.8767,0.034,Aerial,OtherBodyPart,DirectFreekick,BlockedShot
0.9933,0.3882,0.347,HeadPass,Head,OpenPlay,BlockedShot
0.0934,0.5383,0.379,Cross,LeftFoot,OpenPlay,MissedShots
0.1919,0.4144,0.158,Rebound,Head,OpenPlay,MissedShots
0.7189,0.1869,0.029,BallTouch,Head,SetPiece,MissedShots
0.8977,0.275,0.118,Rebound,RightFoot,OpenPlay,SavedShot
0.2222,0.3776,0.112,Rebound,Head,FromCorner,SavedShot
0.0779,0.2663,0.118,HeadPass,RightFoot,Penalty,MissedShots
0.9898,0.6528,0.25,Standard,LeftFoot,SetPiece,ShotOnPost
0.1164,0.413,0.266,Rebound,LeftFoot,DirectFreekick,MissedShots
0.1979,0.6027,0.143,Cross,OtherBodyPart,DirectFreekick,BlockedShot
0.8081,0.4145,0.158,Throughball,RightFoot,OpenPlay,SavedShot
0.945,0.328,0.2,Cross,LeftFoot,FromCorner,MissedShots
0.2694,0.5809,0.09,Standard,RightFoot,FromCorner,SavedShot
0.8941,0.458,0.342,BallTouch,RightFoot,SetPiece,Goal
0.8102,0.2583,0.073,Pass,Head,FromCorner,SavedShot
0.2097,0.9096,0.021,TakeOn,RightFoot,FromCorner,SavedShot
0.2692,0.664,0.068,Standard,RightFoot,SetPiece,MissedShots
0.9785,0.5536,0.535,BallTouch,LeftFoot,FromCorner,SavedShot
0.1562,0.7012,0.111,BallTouch,Head,FromCorner,ShotOnPost
0.1049,0.2922,0.132,Aerial,RightFoot,OpenPlay,Goal
0.1727,0.5231,0.211,Rebound,LeftFoot,FromCorner,Goal
0.2211,0.5126,0.145,TakeOn,RightFoot,OpenPlay,SavedShot
0.8271,0.9372,0.02,TakeOn,RightFoot,FromCorner,BlockedShot
0.9652,0.6396,0.269,Aerial,RightFoot,Penalty,MissedShots
0.0482,0.4879,0.571,Rebound,RightFoot,OpenPlay,BlockedShot
0.2848,0.2885,0.05,Aerial,RightFoot,OpenPlay,BlockedShot
0.7086,0.4711,0.082,BallTouch,Head,OpenPlay,SavedShot
0.3642,0.2559,0.025,Pass,RightFoot,OpenPlay,MissedShots
0.8457,0.2554,0.084,Pass,RightFoot,OpenPlay,BlockedShot
0.4163,0.05,0.01,Rebound,RightFoot,OpenPlay,BlockedShot
0.0529,0.2131,0.082,TakeOn,RightFoot,OpenPlay,SavedShot
0.2785,0.7273,0.048,Rebound,RightFoot,SetPiece,MissedShots
0.7858,0.2919,0.078,Aerial,RightFoot,SetPiece,MissedShots
0.8105,0.4213,0.165,Aerial,LeftFoot,SetPiece,MissedShots
0.9559,0.3463,0.236,Cross,LeftFoot,OpenPlay,SavedShot
0.9854,0.7501,0.115,Rebound,RightFoot,OpenPlay,MissedShots
0.7452,0.7455,0.05,Cross,Head,OpenPlay,Goal
0.8934,0.5408,0.341,BallTouch,RightFoot,SetPiece,MissedShots
0.1195,0.3206,0.152,Aerial,RightFoot,OpenPlay,MissedShots
0.1418,0.4723,0.268,TakeOn,LeftFoot,SetPiece,MissedShots
0.1467,0.4869,0.262,HeadPass,LeftFoot,OpenPlay,SavedShot
0.9659,0.6135,0.329,Throughball,LeftFoot,DirectFreekick,BlockedShot
0.8555,0.5999,0.208,HeadPass,RightFoot,FromCorner,BlockedShot
0.8286,0.4417,0.2,Aerial,RightFoot,FromCorner,MissedShots
0.6916,0.756,0.034,BallTouch,Head,OpenPlay,MissedShots
0.1223,0.5416,0.302,Pass,RightFoot,OpenPlay,MissedShots
0.226,0.4122,0.122,TakeOn,LeftFoot,OpenPlay,SavedShot
0.0383,0.4371,0.471,Cross,RightFoot,OpenPlay,SavedShot
0.0558,0.246,0.106,Cross,RightFoot,DirectFreekick,SavedShot
0.8173,0.6407,0.134,Cross,RightFoot,SetPiece,MissedShots
0.0185,0.587,0.417,HeadPass,LeftFoot,OpenPlay,MissedShots
0.0984,0.4705,0.374,BallTouch,RightFoot,FromCorner,SavedShot
0.7737,0.8456,0.031,BallTouch,LeftFoot,OpenPlay,SavedShot
0.9359,0.4009,0.331,Standard,RightFoot,OpenPlay,SavedShot
0.795,0.8125,0.043,Cross,Head,DirectFreekick,SavedShot
0.8446,0.8282,0.047,Aerial,RightFoot,SetPiece,SavedShot
0.2807,0.5725,0.084,Rebound,LeftFoot,OpenPlay,SavedShot
0.9392,0.7443,0.113,HeadPass,RightFoot,Penalty,ShotOnPost
0.0773,0.4508,0.408,Rebound,RightFoot,SetPiece,MissedShots
0.0492,0.6792,0.192,Rebound,RightFoot,OpenPlay,Goal
0.1445,0.4554,0.254,Cross,RightFoot,SetPiece,SavedShot
0.8064,0.4559,0.174,HeadPass,RightFoot,OpenPlay,MissedShots
0.8489,0.4685,0.247,Standard,RightFoot,OpenPlay,SavedShot
0.0903,0.95,0.022,HeadPass,RightFoot,SetPiece,MissedShots
0.2062,0.4151,0.143,Cross,RightFoot,OpenPlay,SavedShot
0.9649,0.5339,0.575,Aerial,LeftFoot,OpenPlay,BlockedShot
0.1872,0.416,0.165,Aerial,Head,OpenPlay,SavedShot
0.8736,0.398,0.232,Throughball,Head,OpenPlay,SavedShot
0.0988,0.5636,0.332,Pass,LeftFoot,OpenPlay,SavedShot
0.8755,0.8209,0.054,HeadPass,LeftFoot,OpenPlay,BlockedShot
0.6263,0.3698,0.036,Throughball,Head,OpenPlay,MissedShots
0.162,0.7329,0.088,Throughball,RightFoot,OpenPlay,SavedShot
0.0324,0.6096,0.341,Pass,RightFoot,OpenPlay,MissedShots
0.8464,0.5389,0.239,TakeOn,LeftFoot,OpenPlay,SavedShot
0.3056,0.5024,0.074,Aerial,RightFoot,FromCorner,ShotOnPost
0.2442,0.05,0.014,Rebound,Head,OpenPlay,BlockedShot
0.1215,0.477,0.316,HeadPass,RightFoot,OpenPlay,BlockedShot
0.0184,0.5324,0.631,Cross,RightFoot,SetPiece,Goal
0.0213,0.2459,0.11,Cross,LeftFoot,OpenPlay,MissedShots
0.0836,0.661,0.199,Pass,RightFoot,OpenPlay,MissedShots
0.985,0.3516,0.258,Rebound,RightFoot,OpenPlay,BlockedShot
0.9757,0.5682,0.476,BallTouch,LeftFoot,FromCorner,SavedShot
0.9491,0.3563,0.251,Aerial,LeftFoot,OpenPlay,SavedShot
0.9807,0.4006,0.378,Aerial,LeftFoot,SetPiece,MissedShots
0.7831,0.8885,0.024,Standard,RightFoot,OpenPlay,BlockedShot
0.9718,0.7719,0.095,Rebound,OtherBodyPart,OpenPlay,BlockedShot
0.7869,0.481,0.153,HeadPass,LeftFoot,SetPiece,ShotOnPost
0.8769,0.6069,0.231,Throughball,LeftFoot,FromCorner,BlockedShot
0.9335,0.485,0.493,Standard,RightFoot,SetPiece,Goal
0.1886,0.4837,0.187,HeadPass,RightFoot,DirectFreekick,BlockedShot
0.8568,0.4148,0.224,Aerial,RightFoot,FromCorner,BlockedShot
0.1112,0.6204,0.229,Throughball,RightFoot,FromCorner,SavedShot
0.8973,0.5903,0.285,Throughball,RightFoot,OpenPlay,Goal
0.983,0.5573,0.527,Pass,RightFoot,Penalty,SavedShot
0.2301,0.2661,0.062,Standard,RightFoot,FromCorner,MissedShots
0.889,0.9122,0.028,Pass,LeftFoot,OpenPlay,SavedShot
0.8256,0.5651,0.192,Aerial,LeftFoot,OpenPlay,SavedShot
0.9794,0.7217,0.143,Aerial,Head,OpenPlay,MissedShots
0.9478,0.4717,0.529,Cross,RightFoot,OpenPlay,MissedShots
0.9765,0.4711,0.631,Throughball,LeftFoot,OpenPlay,MissedShots
0.8229,0.455,0.197,Throughball,RightFoot,OpenPlay,MissedShots
0.8385,0.6011,0.185,HeadPass,LeftFoot,OpenPlay,BlockedShot
0.9678,0.5981,0.372,Pass,RightFoot,OpenPlay,MissedShots
0.0882,0.4718,0.405,Throughball,LeftFoot,SetPiece,MissedShots
0.0104,0.4778,0.699,Throughball,RightFoot,OpenPlay,BlockedShot
0.0211,0.4649,0.612,Standard,RightFoot,SetPiece,BlockedShot
0.0485,0.191,0.07,HeadPass,Head,FromCorner,BlockedShot
0.1925,0.2887,0.086,Throughball,RightFoot,DirectFreekick,BlockedShot
0.0498,0.3665,0.272,HeadPass,Head,DirectFreekick,SavedShot
0.3117,0.6698,0.05,TakeOn,RightFoot,OpenPlay,Goal
0.0714,0.5911,0.337,Standard,LeftFoot,FromCorner,MissedShots
0.8821,0.5532,0.302,HeadPass,LeftFoot,OpenPlay,Goal
0.2542,0.7017,0.063,BallTouch,RightFoot,OpenPlay,BlockedShot
0.0268,0.6252,0.305,TakeOn,LeftFoot,OpenPlay,SavedShot
0.8273,0.607,0.167,BallTouch,LeftFoot,FromCorner,SavedShot
0.9105,0.734,0.115,HeadPass,RightFoot,OpenPlay,SavedShot
0.849,0.6676,0.14,BallTouch,RightFoot,FromCorner,MissedShots
0.0932,0.4801,0.396,Throughball,LeftFoot,OpenPlay,SavedShot
0.0811,0.276,0.126,Standard,RightFoot,OpenPlay,ShotOnPost
0.1249,0.6143,0.219,Rebound,OtherBodyPart,FromCorner,BlockedShot
0.6906,0.2238,0.031,Standard,RightFoot,OpenPlay,MissedShots
0.9839,0.9249,0.028,Standard,LeftFoot,DirectFreekick,MissedShots
0.889,0.7293,0.111,Cross,RightFoot,OpenPlay,MissedShots
0.0523,0.5411,0.499,Pass,Head,OpenPlay,MissedShots
0.0453,0.7207,0.14,Throughball,RightFoot,DirectFreekick,MissedShots
0.166,0.3771,0.163,Throughball,RightFoot,OpenPlay,SavedShot
0.2041,0.6612,0.106,HeadPass,OtherBodyPart,OpenPlay,SavedShot
0.8023,0.6823,0.099,Throughball,LeftFoot,OpenPlay,MissedShots
0.8372,0.6523,0.143,TakeOn,LeftFoot,OpenPlay,SavedShot
0.0176,0.6538,0.246,Throughball,Head,OpenPlay,SavedShot
0.0981,0.5654,0.331,BallTouch,RightFoot,OpenPlay,SavedShot
0.9943,0.2116,0.085,BallTouch,Head,OpenPlay,MissedShots
0.8144,0.4433,0.18,Throughball,Head,OpenPlay,Goal
